REGION,REGIONCODE,DISTRICT,DISTRICTCODE,WARD,WARDCODE,STREET,PLACES
DAR-ES-SALAAM,11,ILALA CBD,11,MCHIKICHINI,11109,MSIMBAZI BONDENI,
DAR-ES-SALAAM,11,ILALA,12,ILALA,12101,MAFURIKO,
DAR-ES-SALAAM,11,ILALA,12,ILALA,12101,KASULU,
DAR-ES-SALAAM,11,ILALA,12,ILALA,12101,KARUME,
DAR-ES-SALAAM,11,ILALA,12,ILALA,12101,SHARIFF SHAMBA,
DAR-ES-SALAAM,11,ILALA,12,ILALA,12101,AMANA,
DAR-ES-SALAAM,11,ILALA,12,BUGURUNI,12102,MALAPA,
DAR-ES-SALAAM,11,ILALA,12,BUGURUNI,12102,MADENGE,
DAR-ES-SALAAM,11,ILALA,12,BUGURUNI,12102,KISIWANI,
DAR-ES-SALAAM,11,ILALA,12,BUGURUNI,12102,MVINJENI,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,MANDELA,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,TABATA,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,MATUMBI,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,MSIMBAZI,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,KISIWANI,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,TENGE,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,MTAMBANI,
DAR-ES-SALAAM,11,ILALA,12,TABATA,12103,MSIMBAZI MAGHARIBI,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,TEMBOMGWAZA,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,KIMANGA,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,KIMANGA DARAJANI,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,BANEBANE,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,KIHIMBWA,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,SOKOINE,
DAR-ES-SALAAM,11,ILALA,12,KIMANGA,12104,TWIGA,
DAR-ES-SALAAM,11,ILALA,12,SEGEREA,12105,MGOMBANI,
DAR-ES-SALAAM,11,ILALA,12,SEGEREA,12105,UGOMBOLWA,
DAR-ES-SALAAM,11,ILALA,12,SEGEREA,12105,SEGEREA,
DAR-ES-SALAAM,11,ILALA,12,SEGEREA,12105,MFAUME,
DAR-ES-SALAAM,11,ILALA,12,KIPAWA,12106,MOGO,
DAR-ES-SALAAM,11,ILALA,12,KIPAWA,12106,KARAKATA,
DAR-ES-SALAAM,11,ILALA,12,KIPAWA,12106,KIPUNGUNI,
DAR-ES-SALAAM,11,ILALA,12,KIPAWA,12106,STAKISHARI,
DAR-ES-SALAAM,11,ILALA,12,KIPAWA,12106,UWANJA WA NDEGE,
DAR-ES-SALAAM,11,ILALA,12,KIPAWA,12106,MJIMPYA,
DAR-ES-SALAAM,11,ILALA,12,UKONGA,12107,MWEMBE MADAFU,
DAR-ES-SALAAM,11,ILALA,12,UKONGA,12107,MAZIZINI,
DAR-ES-SALAAM,11,ILALA,12,UKONGA,12107,MARKAZ,
DAR-ES-SALAAM,11,ILALA,12,UKONGA,12107,MONGO LA NDEGE,
DAR-ES-SALAAM,11,ILALA,12,UKONGA,12107,SABASABA,
DAR-ES-SALAAM,11,ILALA,12,KIWALANI,12108,KIGILAGILA,
DAR-ES-SALAAM,11,ILALA,12,KIWALANI,12108,YOMBO,
DAR-ES-SALAAM,11,ILALA,12,KIWALANI,12108,KIWALANI,
DAR-ES-SALAAM,11,ILALA,12,VINGUNGUTI,12109,KOMBO,
DAR-ES-SALAAM,11,ILALA,12,VINGUNGUTI,12109,MIEMBENI,
DAR-ES-SALAAM,11,ILALA,12,VINGUNGUTI,12109,MTAKUJA,
DAR-ES-SALAAM,11,ILALA,12,VINGUNGUTI,12109,MTAMBANI,
DAR-ES-SALAAM,11,ILALA,12,VINGUNGUTI,12109,BUTIAMA,
DAR-ES-SALAAM,11,ILALA,12,VINGUNGUTI,12109,MAJENGO,
DAR-ES-SALAAM,11,ILALA,12,GONGO LA MBOTO,12110,GULUKA KWALALA,
DAR-ES-SALAAM,11,ILALA,12,GONGO LA MBOTO,12110,GONGO LA MBOTO,
DAR-ES-SALAAM,11,ILALA,12,GONGO LA MBOTO,12110,ULONGONI A,
DAR-ES-SALAAM,11,ILALA,12,GONGO LA MBOTO,12110,ULONGONI B,
DAR-ES-SALAAM,11,ILALA,12,KITUNDA,12111,KIPERA,
DAR-ES-SALAAM,11,ILALA,12,KITUNDA,12111,KITUNDA,
DAR-ES-SALAAM,11,ILALA,12,KITUNDA,12111,RELINI,
DAR-ES-SALAAM,11,ILALA,12,KITUNDA,12111,KIYOMBO,
DAR-ES-SALAAM,11,ILALA,12,PUGU,12112,KINYAMWEZI,
DAR-ES-SALAAM,11,ILALA,12,PUGU,12112,BOMBANI,
DAR-ES-SALAAM,11,ILALA,12,PUGU,12112,KIGOGO FRESH 'A',
DAR-ES-SALAAM,11,ILALA,12,PUGU,12112,KIGOGO FRESH 'B',
DAR-ES-SALAAM,11,ILALA,12,PUGU,12112,MUSTAPHA,
DAR-ES-SALAAM,11,ILALA,12,MAJOHE,12113,MJI MPYA,
DAR-ES-SALAAM,11,ILALA,12,MAJOHE,12113,KICHANGANI,
DAR-ES-SALAAM,11,ILALA,12,MAJOHE,12113,KIVULE,
DAR-ES-SALAAM,11,ILALA,12,MAJOHE,12113,RADA,
DAR-ES-SALAAM,11,ILALA,12,MAJOHE,12113,VIWEGE,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,KITONGA,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,YANGEYANGE,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,MBONDOLE,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,MVULENI,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,KIBOGA,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,KIDOLE,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,MKERA,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,SANGARA,
DAR-ES-SALAAM,11,ILALA,12,MSONGOLA,12114,UWANJA WA NYANI,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,TUNGINI,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,YONGWE,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,LUKOMI,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,VIKONGORO,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,NGUVU MPYA,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,VIROBO,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,KIDUGALO,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,NGWALE,
DAR-ES-SALAAM,11,ILALA,12,CHANIKA,12115,LUKOONI,
DAR-ES-SALAAM,11,ILALA,12,KINYEREZI,12116,KINYEREZI,
DAR-ES-SALAAM,11,ILALA,12,KINYEREZI,12116,KIFURU,
DAR-ES-SALAAM,11,ILALA,12,KINYEREZI,12116,KWALIMBAGA,
DAR-ES-SALAAM,11,ILALA,12,KINYEREZI,12116,KANGA,
DAR-ES-SALAAM,11,ILALA,12,KINYEREZI,12116,KICHANGANI,
DAR-ES-SALAAM,11,ILALA,12,KINYEREZI,12116,KIBAGA,
DAR-ES-SALAAM,11,ILALA,12,KIVULE,12117,KIVULE,
DAR-ES-SALAAM,11,ILALA,12,KIVULE,12117,BOMBAMBILI,
DAR-ES-SALAAM,11,ILALA,12,KIVULE,12117,KAREZANGE,
DAR-ES-SALAAM,11,ILALA,12,KIVULE,12117,MAGORE A,
DAR-ES-SALAAM,11,ILALA,12,MNYAMANI,12118,MALUZUKU,
DAR-ES-SALAAM,11,ILALA,12,MNYAMANI,12118,MJI MPYA,
DAR-ES-SALAAM,11,ILALA,12,MNYAMANI,12118,FARU,
DAR-ES-SALAAM,11,ILALA,12,MNYAMANI,12118,MNYAMANI,
DAR-ES-SALAAM,11,ILALA,12,LIWITI,12119,MACHIMBO,
DAR-ES-SALAAM,11,ILALA,12,LIWITI,12119,LIWITI,
DAR-ES-SALAAM,11,ILALA,12,LIWITI,12119,MISEWE,
DAR-ES-SALAAM,11,ILALA,12,LIWITI,12119,AMANI,
DAR-ES-SALAAM,11,ILALA,12,BONYOKWA,12120,BONYOKWA,
DAR-ES-SALAAM,11,ILALA,12,BONYOKWA,12120,KISIWANI,
DAR-ES-SALAAM,11,ILALA,12,BONYOKWA,12120,MSINGWA,
DAR-ES-SALAAM,11,ILALA,12,KIPUNGUNI,12121,KIPUNGUNI B,
DAR-ES-SALAAM,11,ILALA,12,KIPUNGUNI,12121,KITINYE,
DAR-ES-SALAAM,11,ILALA,12,KIPUNGUNI,12121,MACHIMBO,
DAR-ES-SALAAM,11,ILALA,12,KIPUNGUNI,12121,AMANI,
DAR-ES-SALAAM,11,ILALA,12,KISUKULU,12122,LUHANGA,
DAR-ES-SALAAM,11,ILALA,12,KISUKULU,12122,KISUKULU,
DAR-ES-SALAAM,11,ILALA,12,KISUKULU,12122,MIANZINI,
DAR-ES-SALAAM,11,ILALA,12,MINAZI MIREFU,12123,MWALE,
DAR-ES-SALAAM,11,ILALA,12,MINAZI MIREFU,12123,MIGOMBANI,
DAR-ES-SALAAM,11,ILALA,12,MINAZI MIREFU,12123,MINAZI MIREFU,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,ZAVALA,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,MGEULE,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,NYEBURU,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,KIGEZI,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,KIGEZI CHINI,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,MGEULE JUU,
DAR-ES-SALAAM,11,ILALA,12,BUYUNI,12124,TALIANI,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,NZASA,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,ZOGOALI,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,ZINGIZIWA,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,LUBAKAYA,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,KIMWANI,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,NGOBEDI,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,SOMELO,
DAR-ES-SALAAM,11,ILALA,12,ZINGIZIWA,12125,GOGO,
DAR-ES-SALAAM,11,ILALA,12,MZINGA,12126,MWANAGATI,
DAR-ES-SALAAM,11,ILALA,12,MZINGA,12126,MAGOLE,
DAR-ES-SALAAM,11,ILALA,12,MZINGA,12126,MZINGA,
DAR-ES-SALAAM,11,ILALA,12,PUGU STATION,12127,BANGULO,
DAR-ES-SALAAM,11,ILALA,12,PUGU STATION,12127,PUGU STATION,
DAR-ES-SALAAM,11,ILALA,12,PUGU STATION,12127,KICHANGANI,
DAR-ES-SALAAM,11,KINONDONI,14,MAGOMENI,14101,SUNA,
DAR-ES-SALAAM,11,KINONDONI,14,MAGOMENI,14101,"MAKUTI ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,MAGOMENI,14101,"MAKUTI ""B""",
DAR-ES-SALAAM,11,KINONDONI,14,MAGOMENI,14101,DOSSI,
DAR-ES-SALAAM,11,KINONDONI,14,MAGOMENI,14101,IDRISA,
DAR-ES-SALAAM,11,KINONDONI,14,MZIMUNI,14102,IDRISA,
DAR-ES-SALAAM,11,KINONDONI,14,MZIMUNI,14102,MAKUMBUSHO,
DAR-ES-SALAAM,11,KINONDONI,14,MZIMUNI,14102,MTAMBANI,
DAR-ES-SALAAM,11,KINONDONI,14,MZIMUNI,14102,MWINYIMKUU,
DAR-ES-SALAAM,11,KINONDONI,14,NDUGUMBI,14104,MPAKANI,
DAR-ES-SALAAM,11,KINONDONI,14,NDUGUMBI,14104,MIKOROSHINI,
DAR-ES-SALAAM,11,KINONDONI,14,NDUGUMBI,14104,MAKANYA,
DAR-ES-SALAAM,11,KINONDONI,14,NDUGUMBI,14104,VIGAENI,
DAR-ES-SALAAM,11,KINONDONI,14,TANDALE,14106,MTOGOLE,
DAR-ES-SALAAM,11,KINONDONI,14,TANDALE,14106,KWA TUMBO,
DAR-ES-SALAAM,11,KINONDONI,14,TANDALE,14106,PAKACHA,
DAR-ES-SALAAM,11,KINONDONI,14,TANDALE,14106,SOKONI,
DAR-ES-SALAAM,11,KINONDONI,14,TANDALE,14106,MKUNDUGE,
DAR-ES-SALAAM,11,KINONDONI,14,TANDALE,14106,MUHALTANI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKUMBUSHO,14107,MAKUMBUSHO,
DAR-ES-SALAAM,11,KINONDONI,14,MAKUMBUSHO,14107,MINAZINI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKUMBUSHO,14107,MCHANGANI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKUMBUSHO,14107,KISIWANI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKUMBUSHO,14107,MBUYUNI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKUMBUSHO,14107,SINGANO,
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,KAMBANGWA,
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,"MSISIRI ""B""",
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,"MSISIRI ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,BWAWANI,
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,MWINJUMA,
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,KWA KOPA,
DAR-ES-SALAAM,11,KINONDONI,14,MWANANYAMALA,14108,MSOLOMI,
DAR-ES-SALAAM,11,KINONDONI,14,HANANASIF,14109,HANANASIF,
DAR-ES-SALAAM,11,KINONDONI,14,HANANASIF,14109,KISUTU,
DAR-ES-SALAAM,11,KINONDONI,14,HANANASIF,14109,MKUNGUNI A,
DAR-ES-SALAAM,11,KINONDONI,14,HANANASIF,14109,MKUNGUNI B,
DAR-ES-SALAAM,11,KINONDONI,14,HANANASIF,14109,KAWAWA,
DAR-ES-SALAAM,11,KINONDONI,14,KINONDONI,14110,KUMBUKUMBU,
DAR-ES-SALAAM,11,KINONDONI,14,KINONDONI,14110,KINONDONI MJINI,
DAR-ES-SALAAM,11,KINONDONI,14,KINONDONI,14110,KINONDONI SHAMBA,
DAR-ES-SALAAM,11,KINONDONI,14,KINONDONI,14110,ADA ESTATE,
DAR-ES-SALAAM,11,KINONDONI,14,MSASANI,14111,OYSTERBAY,
DAR-ES-SALAAM,11,KINONDONI,14,MSASANI,14111,MASAKI,
DAR-ES-SALAAM,11,KINONDONI,14,MSASANI,14111,MIKOROSHONI,
DAR-ES-SALAAM,11,KINONDONI,14,MSASANI,14111,BONDE LA MPUNGA,
DAR-ES-SALAAM,11,KINONDONI,14,MSASANI,14111,MAKANGIRA,
DAR-ES-SALAAM,11,KINONDONI,14,MIKOCHENI,14112,"MIKOCHENI ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,MIKOCHENI,14112,"MIKOCHENI ""B""",
DAR-ES-SALAAM,11,KINONDONI,14,MIKOCHENI,14112,REGENT ESTATE,
DAR-ES-SALAAM,11,KINONDONI,14,MIKOCHENI,14112,ALLY H. MWINYI,
DAR-ES-SALAAM,11,KINONDONI,14,MIKOCHENI,14112,TPDC,
DAR-ES-SALAAM,11,KINONDONI,14,MIKOCHENI,14112,DARAJANI,
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,KIJITONYAMA,
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,"ALIMAUA ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,"ALIMAUA ""B""",
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,"MPAKANI ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,"MPAKANI ""B""",
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,BWAWANI,
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,MWENGE,
DAR-ES-SALAAM,11,KINONDONI,14,KIJITONYAMA,14113,NZASA,
DAR-ES-SALAAM,11,KINONDONI,14,KIGOGO,14118,KIGOGO KATI,
DAR-ES-SALAAM,11,KINONDONI,14,KIGOGO,14118,KIGOGO MKWAJUNI,
DAR-ES-SALAAM,11,KINONDONI,14,KIGOGO,14118,KIGOGO MBUYUNI,
DAR-ES-SALAAM,11,KINONDONI,14,KAWE,14121,MZIMUNI,
DAR-ES-SALAAM,11,KINONDONI,14,KAWE,14121,UKWAMANI,
DAR-ES-SALAAM,11,KINONDONI,14,KAWE,14121,"MBEZI  BEACH  ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,KAWE,14121,"MBEZI  BEACH  ""B""",
DAR-ES-SALAAM,11,KINONDONI,14,KUNDUCHI,14122,PWANI,
DAR-ES-SALAAM,11,KINONDONI,14,KUNDUCHI,14122,KILONGAWIMA,
DAR-ES-SALAAM,11,KINONDONI,14,KUNDUCHI,14122,MTONGANI,
DAR-ES-SALAAM,11,KINONDONI,14,KUNDUCHI,14122,TEGETA,
DAR-ES-SALAAM,11,KINONDONI,14,KUNDUCHI,14122,UNUNIO,
DAR-ES-SALAAM,11,KINONDONI,14,KUNDUCHI,14122,KONDO,
DAR-ES-SALAAM,11,KINONDONI,14,BUNJU,14125,BOKO,
DAR-ES-SALAAM,11,KINONDONI,14,BUNJU,14125,"BUNJU ""A""",
DAR-ES-SALAAM,11,KINONDONI,14,BUNJU,14125,KILUNGULE,
DAR-ES-SALAAM,11,KINONDONI,14,BUNJU,14125,BUSIHAYA,
DAR-ES-SALAAM,11,KINONDONI,14,BUNJU,14125,DOVYA,
DAR-ES-SALAAM,11,KINONDONI,14,BUNJU,14125,MKOANI,
DAR-ES-SALAAM,11,KINONDONI,14,MBWENI,14126,MAPUTO,
DAR-ES-SALAAM,11,KINONDONI,14,MBWENI,14126,MBWENI,
DAR-ES-SALAAM,11,KINONDONI,14,MBWENI,14126,TETA,
DAR-ES-SALAAM,11,KINONDONI,14,MBWENI,14126,MALINDI ESTATE,
DAR-ES-SALAAM,11,KINONDONI,14,MBWENI,14126,MPIJI MBWENI,
DAR-ES-SALAAM,11,KINONDONI,14,MBEZI JUU,14128,JOGOO,
DAR-ES-SALAAM,11,KINONDONI,14,MBEZI JUU,14128,NDUMBWI,
DAR-ES-SALAAM,11,KINONDONI,14,MBEZI JUU,14128,MBEZI MTONI,
DAR-ES-SALAAM,11,KINONDONI,14,MBEZI JUU,14128,MBEZI KATI,
DAR-ES-SALAAM,11,KINONDONI,14,MBEZI JUU,14128,MBEZI JUU,
DAR-ES-SALAAM,11,KINONDONI,14,MAKONGO,14129,CHANGANYIKENI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKONGO,14129,MBUYUNI,
DAR-ES-SALAAM,11,KINONDONI,14,MAKONGO,14129,MLALAKUWA,
DAR-ES-SALAAM,11,KINONDONI,14,MAKONGO,14129,MAKONGO,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,WAZO,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,SALASALA,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,KILIMAHEWA,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,MADALE,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,MIVUMONI,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,KISANGA,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,KILIMAHEWA JUU,
DAR-ES-SALAAM,11,KINONDONI,14,WAZO,14130,NAKASANGWE,
DAR-ES-SALAAM,11,KINONDONI,14,MABWEPANDE,14134,"BUNJU ""B'",
DAR-ES-SALAAM,11,KINONDONI,14,MABWEPANDE,14134,MABWE PANDE,
DAR-ES-SALAAM,11,KINONDONI,14,MABWEPANDE,14134,MJIMPYA,
DAR-ES-SALAAM,11,KINONDONI,14,MABWEPANDE,14134,KIHONZILE,
DAR-ES-SALAAM,11,KINONDONI,14,MABWEPANDE,14134,MBOPO,
DAR-ES-SALAAM,11,TEMEKE,15,TEMEKE,15101,MAGANGA,
DAR-ES-SALAAM,11,TEMEKE,15,TEMEKE,15101,MATUMBI,
DAR-ES-SALAAM,11,TEMEKE,15,TEMEKE,15101,NJARO,
DAR-ES-SALAAM,11,TEMEKE,15,TEMEKE,15101,TEMEKE,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,"MAMBOLEO ""A""",
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,SANDALI,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,"MAMBOLEO ""B""",
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,MPOGO,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,MWEMBELADU,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,TINDWA,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,MKWIDA,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,VETERINARY,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,USALAMA,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,KIMBUNGA,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,MWEMBEMNOFU,
DAR-ES-SALAAM,11,TEMEKE,15,SANDALI,15102,KISIWANI,
DAR-ES-SALAAM,11,TEMEKE,15,CHANG’OMBE,15103,BORA,
DAR-ES-SALAAM,11,TEMEKE,15,CHANG’OMBE,15103,TOROLI,
DAR-ES-SALAAM,11,TEMEKE,15,CHANG’OMBE,15103,"CHANG'OMBE ""A""",
DAR-ES-SALAAM,11,TEMEKE,15,CHANG’OMBE,15103,"CHANG'OMBE ""B""",
DAR-ES-SALAAM,11,TEMEKE,15,KEKO,15104,"KEKO ""B""",
DAR-ES-SALAAM,11,TEMEKE,15,KEKO,15104,"KEKO MWANGA ""A""",
DAR-ES-SALAAM,11,TEMEKE,15,KEKO,15104,"KEKO MWANGA ""B""",
DAR-ES-SALAAM,11,TEMEKE,15,KEKO,15104,"KEKO MAGURUMBASI ""A""",
DAR-ES-SALAAM,11,TEMEKE,15,KEKO,15104,"KEKO MAGURUMBASI ""B""",
DAR-ES-SALAAM,11,TEMEKE,15,MIBURANI,15105,MIBURANI,
DAR-ES-SALAAM,11,TEMEKE,15,MIBURANI,15105,UWANJA WA TAIFA,
DAR-ES-SALAAM,11,TEMEKE,15,MIBURANI,15105,WAILES,
DAR-ES-SALAAM,11,TEMEKE,15,MIBURANI,15105,KEKO MACHUNGWA,
DAR-ES-SALAAM,11,TEMEKE,15,MIBURANI,15105,MGULANI (KEKO JUU),
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,AZIMIO KASKAZINI,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,AZIMIO KUSINI,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,KICHANGANI,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,TAMBUKARELI,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,MJI MPYA,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,MTONGANI,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,MTONI UNGUJA,
DAR-ES-SALAAM,11,TEMEKE,15,AZIMIO,15106,MBUYUNI,
DAR-ES-SALAAM,11,TEMEKE,15,TANDIKA,15107,TAMLA,
DAR-ES-SALAAM,11,TEMEKE,15,TANDIKA,15107,MAGURUWE,
DAR-ES-SALAAM,11,TEMEKE,15,TANDIKA,15107,KILIMAHEWA,
DAR-ES-SALAAM,11,TEMEKE,15,TANDIKA,15107,TANDIKA,
DAR-ES-SALAAM,11,TEMEKE,15,TANDIKA,15107,NYAMBWERA,
DAR-ES-SALAAM,11,TEMEKE,15,TANDIKA,15107,MABATINI,
DAR-ES-SALAAM,11,TEMEKE,15,MTONI,15108,MTONI,
DAR-ES-SALAAM,11,TEMEKE,15,MTONI,15108,SABASABA,
DAR-ES-SALAAM,11,TEMEKE,15,MTONI,15108,BUSTANI,
DAR-ES-SALAAM,11,TEMEKE,15,MTONI,15108,RELINI,
DAR-ES-SALAAM,11,TEMEKE,15,MTONI,15108,CHAUREMBO,
DAR-ES-SALAAM,11,TEMEKE,15,MTONI,15108,BOKORANI,
DAR-ES-SALAAM,11,TEMEKE,15,KURASINI,15109,SHIMO LA UDONGO,
DAR-ES-SALAAM,11,TEMEKE,15,KURASINI,15109,MIVINJENI,
DAR-ES-SALAAM,11,TEMEKE,15,KURASINI,15109,MINAZINI,
DAR-ES-SALAAM,11,TEMEKE,15,KURASINI,15109,KURASINI,
DAR-ES-SALAAM,11,TEMEKE,15,KURASINI,15109,KIUNGANI,
DAR-ES-SALAAM,11,TEMEKE,15,MBAGALA KUU,15112,KIZUIANI,
